lemma,freq_rank,raw_freq,source_forms,source_count
hipócrita,9126,2600,hipócrita,1
déjenlo,9127,2600,déjenlo,1
bailarín,9129,2599,bailarín,1
evita,9131,2598,evita,1
natal,9137,2597,natal,1
ajo,9138,2816,ajo|ajos,2
adorar,9139,8704,adoran|adoraba|adorar|adorado|adorada|adoramos|adore|adoraban|adorando,9
angustia,9141,2951,angustia|angustias,2
consistir,9142,2596,consiste,1
andré,9143,2594,andré,1
fran,9144,2594,fran,1
amé,9145,2594,amé,1
shin,9146,2592,shin,1
definitivo,9147,4779,definitiva|definitivo,2
wesley,9150,2591,wesley,1
informa,9153,2589,informa,1
relleno,9154,3187,relleno|rellenos,2
pedo,9155,4132,pedo|pedos,2
documentación,9156,2588,documentación,1
zombi,9157,4940,zombi|zombis,2
quiebra,9159,2587,quiebra,1
good,9160,2587,good,1
pagarme,9161,2586,pagarme,1
marcel,9162,2586,marcel,1
peg,9163,2586,peg,1
obrero,9164,5056,obreros|obrero|obrera|obreras,4
avisaré,9166,2584,avisaré,1
fundamental,9167,3475,fundamental|fundamentales,2
preparé,9168,2584,preparé,1
hood,9171,2582,hood,1
ponla,9172,2582,ponla,1
universal,9173,2855,universal|universales,2
terrestre,9174,3842,terrestre|terrestres,2
price,9175,2582,price,1
reconoció,9176,2581,reconoció,1
hipoteca,9177,3182,hipoteca|hipotecas,2
rupia,9178,2581,rupias,1
jardinero,9179,2944,jardinero|jardineros,2
preston,9180,2580,preston,1
lori,9181,2579,lori,1
condón,9182,2579,condón,1
garrett,9183,2578,garrett,1
facilidad,9185,2793,facilidad|facilidades,2
pinky,9186,2578,pinky,1
clarke,9187,2576,clarke,1
reja,9188,3558,rejas|reja,2
subí,9189,2575,subí,1
harina,9190,2575,harina,1
batallón,9191,2575,batallón,1
histórico,9193,2574,histórico,1
baba,9194,2765,baba|babas,2
refugiado,9195,3509,refugiados|refugiado|refugiada,3
here,9196,2574,here,1
pajarito,9198,3205,pajarito|pajaritos,2
condones,9199,2572,condones,1
chester,9200,2572,chester,1
hábitos,9201,2571,hábitos,1
prevenir,9202,3203,prevenir|prevenido|previene,3
despido,9203,3033,despido|despidos,2
padrastro,9204,2570,padrastro,1
besarte,9205,2570,besarte,1
blusa,9206,2844,blusa|blusas,2
ugh,9207,2569,ugh,1
alimenta,9208,2569,alimenta,1
inmigración,9210,2568,inmigración,1
vístete,9212,2568,vístete,1
jugó,9213,2568,jugó,1
disculparte,9215,2567,disculparte,1
colapso,9216,2566,colapso,1
wong,9217,2566,wong,1
defecto,9220,5065,defectos|defecto,2
fragmento,9221,4382,fragmentos|fragmento,2
pondrán,9222,2564,pondrán,1
menta,9223,2962,menta|mentas,2
internado,9226,2756,internado|internados,2
gail,9231,2559,gail,1
aconsejo,9232,2559,aconsejo,1
mencioné,9233,2559,mencioné,1
pagarlo,9235,2558,pagarlo,1
goa,9236,2557,goa,1
cápsula,9237,2557,cápsula,1
cálmense,9238,2557,cálmense,1
sherman,9239,2557,sherman,1
cumplió,9241,2556,cumplió,1
aparecerá,9242,2555,aparecerá,1
acelera,9243,2555,acelera,1
lorenzo,9244,2554,lorenzo,1
sólida,9245,2553,sólida,1
eugene,9246,2553,eugene,1
scully,9247,2553,scully,1
amarte,9249,2552,amarte,1
buda,9250,2552,buda,1
engaña,9253,2551,engaña,1
usarse,9254,7752,usaremos|usados|usadas|usarse|usaras|usaran|usare,7
ginger,9255,2549,ginger,1
lodo,9256,2549,lodo,1
sospechar,9257,7334,sospechar|sospechaba|sospechan|sospechamos|sospechado|sospeche|sospechando|sospechara,8
aislar,9258,6109,aislado|aislada|aislados|aislar|aisladas,5
exigir,9259,7917,exige|exijo|exigir|exigen|exigiendo|exigimos|exigido,7
ivy,9260,2548,ivy,1
ally,9261,2547,ally,1
deshazte,9262,2547,deshazte,1
calmar,9263,9488,calmado|calmar|calme|calmada|calmados|calmen|calmara|calman,8
piérdete,9264,2546,piérdete,1
fitz,9266,2544,fitz,1
enseñaste,9267,2544,enseñaste,1
asegura,9268,2544,asegura,1
libremente,9269,2543,libremente,1
tránsito,9271,2542,tránsito,1
brooks,9273,2541,brooks,1
viviente,9274,3615,viviente|vivientes,2
funcionamiento,9277,2541,funcionamiento,1
pais,9278,2540,pais,1
adjunto,9280,2799,adjunto|adjuntos,2
demora,9281,2942,demora|demoras,2
trabajaré,9283,2539,trabajaré,1
seguirme,9285,2539,seguirme,1
aficionado,9286,5084,aficionado|aficionados|aficionada,3
desafortunado,9290,4147,desafortunado|desafortunada|desafortunados|desafortunadas,4
burla,9291,4084,burla|burlas,2
anita,9292,2538,anita,1
cásate,9293,2537,cásate,1
invitarte,9294,2536,invitarte,1
cross,9297,2535,cross,1
pésimo,9299,2535,pésimo,1
kara,9300,2534,kara,1
pagarás,9302,2534,pagarás,1
toc,9303,2534,toc,1
tenerlos,9305,2533,tenerlos,1
hongo,9306,3817,hongos|hongo,2
mateo,9307,2533,mateo,1
gorila,9308,3587,gorila|gorilas,2
facial,9309,3236,facial|faciales,2
sushi,9310,2532,sushi,1
gabe,9311,2532,gabe,1
jeep,9312,2719,jeep|jeeps,2
shannon,9313,2532,shannon,1
cambies,9314,2532,cambies,1
calabaza,9315,3325,calabaza|calabazas,2
autógrafo,9316,2531,autógrafo,1
topo,9317,2868,topo|topos,2
financiera,9318,3417,financiera|financieras,2
springfield,9320,2529,springfield,1
penal,9322,3652,penal|penales,2
noto,9323,2528,noto,1
levanté,9328,2528,levanté,1
agregar,9329,3305,agregar|agregamos|agregando|agregue,4
sang,9330,2528,sang,1
atentamente,9332,2526,atentamente,1
violador,9334,3360,violador|violadores,2
suzanne,9335,2526,suzanne,1
respaldo,9337,2524,respaldo,1
jenkins,9338,2524,jenkins,1
simón,9339,2524,simón,1
ofensiva,9341,2796,ofensiva|ofensivas,2
continuará,9342,2523,continuará,1
apreciar,9344,7135,apreciar|apreciamos|apreciado|aprecian|aprecie|apreciaba|apreciada,7
baterías,9345,2523,baterías,1
abigail,9346,2522,abigail,1
inconveniente,9348,3271,inconveniente|inconvenientes,2
legítimo,9351,2519,legítimo,1
calabozo,9352,2948,calabozo|calabozos,2
ésos,9353,2519,ésos,1
corporación,9355,2518,corporación,1
inventé,9356,2518,inventé,1
chispa,9357,4006,chispa|chispas,2
grandeza,9358,2517,grandeza,1
envenenar,9360,6471,envenenado|envenenada|envenenar|envenenando|envenenados|envenenaron|envenenaste|envenenadas,8
satanás,9361,2516,satanás,1
suélteme,9362,2516,suélteme,1
abar,9363,2515,abe,1
salvavidas,9366,2512,salvavidas,1
retorno,9367,2511,retorno,1
pulgada,9369,3910,pulgadas|pulgada,2
fallecido,9372,3579,fallecido|fallecida|fallecidos,3
programar,9373,5827,programado|programada|programar|programados|programadas,5
preocuparnos,9374,2507,preocuparnos,1
buzz,9375,2506,buzz,1
taco,9376,4992,tacos|taco,2
declara,9379,2506,declara,1
marion,9382,2505,marion,1
asignado,9384,3010,asignado|asignados,2
gasolinera,9385,2767,gasolinera|gasolineras,2
nevada,9386,2719,nevada|nevadas,2
tasa,9387,2504,tasa,1
eminencia,9388,2504,eminencia,1
dales,9389,2504,dales,1
helada,9390,3157,helada|heladas,2
plana,9393,2828,plana|planas,2
regresas,9396,2502,regresas,1
extender,9397,7772,extiende|extender|extendido|extendiendo|extienden|extienda|extendida|extiendan|extendidas|extendidos,10
simone,9398,2501,simone,1
movió,9399,2501,movió,1
roberto,9400,2501,roberto,1
pijama,9401,4461,pijama|pijamas,2
irías,9402,2500,irías,1
corrupto,9405,4512,corrupto|corruptos|corrupta,3
ausente,9407,2977,ausente|ausentes,2
sensual,9409,3053,sensual|sensuales,2
millie,9410,2498,millie,1
naval,9412,2937,naval|navales,2
concentrarme,9413,2497,concentrarme,1
encárgate,9414,2497,encárgate,1
distante,9415,3164,distante|distantes,2
lecho,9417,2496,lecho,1
sinceridad,9419,2495,sinceridad,1
conocéis,9420,2495,conocéis,1
roland,9421,2494,roland,1
lastimarte,9422,2493,lastimarte,1
acontecimiento,9423,4168,acontecimientos|acontecimiento,2
milo,9425,2493,milo,1
exponer,9426,9969,expuesto|exponer|expuestos|expuesta|expone|expuso|exponiendo|expuestas|exponga|expones|exponen|expongo|expuse,13
square,9427,2492,square,1
jinete,9429,3998,jinete|jinetes,2
traslado,9431,2492,traslado,1
camello,9432,3663,camello|camellos,2
húmedo,9433,2491,húmedo,1
besa,9434,2491,besa,1
dedicas,9435,2489,dedicas,1
dele,9436,2747,dele|deles,2
extrema,9438,2488,extrema,1
profundas,9439,2487,profundas,1
reúne,9441,2487,reúne,1
seguiría,9443,2486,seguiría,1
she,9444,2485,she,1
cierro,9446,2485,cierro,1
caminata,9448,2937,caminata|caminatas,2
presentaré,9451,2483,presentaré,1
guardería,9453,2483,guardería,1
juliette,9456,2482,juliette,1
vengarse,9458,2482,vengarse,1
ochenta,9460,2481,ochenta,1
daga,9461,2833,daga|dagas,2
estudié,9462,2480,estudié,1
adicción,9464,2479,adicción,1
cartero,9466,2664,cartero|carteros,2
ficha,9467,4814,fichas|ficha,2
dárselo,9468,2477,dárselo,1
árabes,9470,2477,árabes,1
labor,9471,2477,labor,1
fina,9472,2477,fina,1
pentágono,9473,2476,pentágono,1
barb,9474,2476,barb,1
roosevelt,9475,2476,roosevelt,1
adema,9477,2475,ademas,1
natasha,9478,2475,natasha,1
matanza,9479,2949,matanza|matanzas,2
doscientos,9482,2472,doscientos,1
fax,9483,2471,fax,1
empujó,9484,2471,empujó,1
conmoción,9485,2470,conmoción,1
reunirnos,9486,2470,reunirnos,1
déjalos,9488,2469,déjalos,1
tammy,9490,2468,tammy,1
atardecer,9491,2468,atardecer,1
continuamente,9492,2468,continuamente,1
jurisdicción,9494,2468,jurisdicción,1
humillante,9495,2468,humillante,1
lacey,9496,2467,lacey,1
sumamente,9497,2467,sumamente,1
residuo,9499,3238,residuos|residuo,2
verónica,9500,2467,verónica,1
frances,9502,2466,frances,1
besó,9503,2465,besó,1
oposición,9504,2465,oposición,1
aleja,9505,2465,aleja,1
intruso,9506,3986,intruso|intrusos,2
maní,9508,2464,maní,1
gabrielle,9509,2464,gabrielle,1
nikita,9510,2463,nikita,1
sendero,9514,2967,sendero|senderos,2
artefacto,9515,4006,artefacto|artefactos,2
cancha,9516,2738,cancha|canchas,2
moviéndose,9517,2462,moviéndose,1
limonada,9519,2461,limonada,1
laberinto,9520,2461,laberinto,1
paracaídas,9521,2461,paracaídas,1
ardilla,9522,3857,ardilla|ardillas,2
horizonte,9523,3070,horizonte|horizontes,2
menciona,9524,2460,menciona,1
kenneth,9525,2460,kenneth,1
despegue,9526,2460,despegue,1
decirse,9527,2459,decirse,1
latir,9528,4499,late|latir|latiendo,3
representar,9529,9326,representar|representan|representando|representaba|representado|represente|representamos|representada|representados|representaban,10
cajero,9530,3716,cajero|cajera|cajeros,3
atún,9531,2458,atún,1
inapropiado,9532,3624,inapropiado|inapropiada|inapropiadas|inapropiados,4
pobrecito,9534,2457,pobrecito,1
creíamos,9535,2456,creíamos,1
explicaría,9536,2456,explicaría,1
river,9540,2455,river,1
violado,9543,5359,violada|violado|violadas|violados,4
abandono,9544,2454,abandono,1
deberán,9545,2454,deberán,1
yerno,9546,2454,yerno,1
sandwich,9547,3363,sandwich|sandwiches,2
ingenuo,9548,4762,ingenuo|ingenua|ingenuos,3
rol,9549,2453,rol,1
coñac,9550,2453,coñac,1
fanáticos,9551,2453,fanáticos,1
tardis,9554,2452,tardis,1
clinton,9555,2451,clinton,1
armonía,9557,2451,armonía,1
salmón,9559,2450,salmón,1
arreglé,9560,2450,arreglé,1
arteria,9561,3329,arteria|arterias,2
despreciable,9562,2901,despreciable|despreciables,2
escalar,9563,3385,escalar|escalando|escalado,3
alabado,9565,2447,alabado,1
pasarlo,9566,2447,pasarlo,1
correa,9568,3160,correa|correas,2
feroz,9570,3113,feroz|feroces,2
provocó,9572,2446,provocó,1
mirándome,9573,2445,mirándome,1
contexto,9574,2445,contexto,1
quítame,9575,2445,quítame,1
recogió,9576,2444,recogió,1
aparición,9579,2443,aparición,1
haberlos,9581,2442,haberlos,1
racha,9583,2441,racha,1
trent,9584,2441,trent,1
distribución,9585,2441,distribución,1
repentino,9586,4192,repentino|repentina|repentinos,3
rezo,9587,3024,rezo|rezos,2
trish,9588,2440,trish,1
humillación,9590,2440,humillación,1
invitarme,9592,2439,invitarme,1
ensayar,9594,4921,ensayar|ensayando|ensayado|ensayamos,4
veterinario,9596,3458,veterinario|veterinaria|veterinarios,3
faro,9597,3271,faro|faros,2
pornografía,9598,2437,pornografía,1
yale,9599,2437,yale,1
semen,9601,2437,semen,1
creerte,9602,2436,creerte,1
contestó,9603,2436,contestó,1
chulo,9604,3332,chulo|chulos|chula,3
aceptable,9605,2792,aceptable|aceptables,2
nomás,9606,2435,nomás,1
reconstruir,9608,3125,reconstruir|reconstruido|reconstruyendo,3
damien,9609,2434,damien,1
brien,9611,2434,brien,1
mantenlo,9613,2433,mantenlo,1
taxista,9615,2810,taxista|taxistas,2
estais,9617,2431,estais,1
tos,9618,2431,tos,1
dondequiera,9620,2430,dondequiera,1
jasper,9622,2430,jasper,1
propaganda,9625,2428,propaganda,1
let,9626,2427,let,1
iluminación,9630,2425,iluminación,1
vacuno,9631,2425,vacuna,1
deshacer,9633,9353,deshacer|deshizo|deshice|deshace|deshaga|deshacemos|desharemos|deshiciste|deshaces|deshaciendo|deshago|deshicieron|deshecha|deshagas|deshicimos|deshacen|deshiciera,17
ironía,9634,2424,ironía,1
tregua,9635,2424,tregua,1
stalin,9637,2423,stalin,1
subterráneo,9638,2422,subterráneo,1
divertirme,9640,2422,divertirme,1
soborno,9643,3913,soborno|sobornos,2
alba,9645,2421,alba,1
volcán,9648,2419,volcán,1
consumo,9649,2418,consumo,1
presionar,9650,9323,presionar|presionando|presionado|presione|presionan|presionada|presionen|presionamos|presionaste|presionaba|presionaron|presionados,12
venderlo,9652,2416,venderlo,1
antídoto,9653,2415,antídoto,1
ramera,9654,2968,ramera|rameras,2
echarte,9656,2414,echarte,1
atraco,9658,2810,atraco|atracos,2
ciervo,9659,3324,ciervo|ciervos,2
críticas,9660,2413,críticas,1
belle,9662,2411,belle,1
nápoles,9663,2411,nápoles,1
hulk,9664,2410,hulk,1
intervenir,9665,4170,intervenir|intervenido|intervino|interviene|intervenga,5
generosidad,9666,2409,generosidad,1
saldrán,9667,2409,saldrán,1
mimi,9668,2409,mimi,1
defenderse,9670,2408,defenderse,1
tías,9672,2408,tías,1
sabrina,9673,2407,sabrina,1
viviré,9674,2407,viviré,1
apúrense,9675,2407,apúrense,1
hot,9677,2405,hot,1
agárrate,9678,2405,agárrate,1
alejarme,9679,2405,alejarme,1
madam,9680,2404,madam,1
caña,9681,2403,caña,1
rodaje,9682,2403,rodaje,1
jun,9683,2403,jun,1
sígame,9684,2402,sígame,1
pamela,9685,2402,pamela,1
fruto,9686,4596,frutos|fruto,2
rené,9687,2401,rené,1
importó,9688,2401,importó,1
who,9690,2398,who,1
radical,9691,3575,radical|radicales,2
obstante,9692,2398,obstante,1
corté,9693,2397,corté,1
papás,9694,2395,papás,1
hector,9695,2394,hector,1
júpiter,9698,2393,júpiter,1
reunirme,9699,2393,reunirme,1
nat,9701,2392,nat,1
cemento,9702,2392,cemento,1
montaje,9703,2392,montaje,1
quité,9704,2391,quité,1
jang,9705,2391,jang,1
espiar,9706,4666,espiando|espiar|espiaba|espiado,4
tocarme,9708,2390,tocarme,1
marcharte,9709,2390,marcharte,1
contraté,9710,2390,contraté,1
suposición,9712,2389,suposición,1
asegurarte,9713,2389,asegurarte,1
donación,9714,2388,donación,1
formidable,9715,2668,formidable|formidables,2
leve,9717,2894,leve|leves,2
conforme,9718,2604,conforme|conformes,2
estanque,9719,2638,estanque|estanques,2
clarence,9721,2386,clarence,1
retiró,9723,2384,retiró,1
acudir,9726,6138,acudir|acude|acudido|acuda|acuden|acudan|acudiste|acudieron|acudo|acudes,10
amablemente,9727,2383,amablemente,1
deshacerte,9729,2383,deshacerte,1
encarga,9730,2382,encarga,1
hagáis,9731,2382,hagáis,1
valió,9733,2382,valió,1
adrenalina,9736,2381,adrenalina,1
gates,9737,2381,gates,1
cuéntanos,9739,2380,cuéntanos,1
serviría,9740,2380,serviría,1
aléjense,9741,2380,aléjense,1
hart,9743,2379,hart,1
ocuparse,9747,2378,ocuparse,1
alojamiento,9749,2615,alojamiento|alojamientos,2
traerle,9751,2377,traerle,1
luther,9752,2376,luther,1
detenerla,9753,2376,detenerla,1
inventario,9755,2375,inventario,1
sugirió,9756,2375,sugirió,1
pediría,9757,2375,pediría,1
navegación,9758,2374,navegación,1
tia,9759,2374,tia,1
okey,9760,2374,okey,1
angelo,9761,2374,angelo,1
google,9762,2374,google,1
panda,9763,2673,panda|pandas,2
contable,9764,2815,contable|contables,2
española,9765,2373,española,1
interrogar,9766,7635,interrogar|interrogado|interrogando|interrogaron|interrogamos|interrogada|interrogados|interrogue|interroguen|interrogaremos,10
repentinamente,9768,2371,repentinamente,1
gen,9769,4220,genes|gen,2
whitney,9771,2370,whitney,1
eficiente,9773,2887,eficiente|eficientes,2
seminario,9775,2771,seminario|seminarios,2
shelby,9776,2369,shelby,1
pelirrojo,9777,3896,pelirroja|pelirrojo|pelirrojas|pelirrojos,4
happy,9778,2369,happy,1
gibson,9779,2369,gibson,1
hughes,9782,2368,hughes,1
pantalón,9783,2368,pantalón,1
lionel,9784,2367,lionel,1
celestial,9785,2930,celestial|celestiales,2
gideon,9786,2367,gideon,1
mirá,9787,2367,mirá,1
sonda,9788,2367,sonda,1
suéltenme,9791,2366,suéltenme,1
maduro,9792,3084,maduro|maduros,2
afrontar,9794,2556,afrontar|afrontando,2
esclavitud,9795,2365,esclavitud,1
cesta,9797,2801,cesta|cestas,2
donnie,9798,2364,donnie,1
engañarme,9799,2364,engañarme,1
morder,9800,13049,muerde|morder|mordido|mordida|muerden|muerda|muerdo|mordiendo|mordidas|mordieron|muerdas|muerdes|mordiste|muerdan|mordiera,15
ncis,9801,2363,ncis,1
retira,9803,2362,retira,1
adoptar,9804,3465,adoptar|adoptaron|adoptamos|adopte,4
cuervo,9805,3677,cuervo|cuervos,2
fijamente,9806,2362,fijamente,1
portland,9807,2362,portland,1
lastimó,9809,2361,lastimó,1
narcóticos,9810,2361,narcóticos,1
simpática,9811,2360,simpática,1
escogió,9812,2360,escogió,1
lila,9813,2821,lila|lilas,2
clive,9814,2360,clive,1
orientación,9815,2359,orientación,1
moon,9816,2359,moon,1
apocalipsis,9817,2358,apocalipsis,1
eun,9819,2357,eun,1
alucinante,9820,2592,alucinante|alucinantes,2
nombrar,9821,6284,nombrado|nombrar|nombraron|nombrada|nombran|nombraste|nombrados|nombrando,8
paras,9822,2356,paras,1
dom,9825,2356,dom,1
empuje,9826,3396,empuje|empujes,2
ramón,9831,2353,ramón,1
adicional,9832,4005,adicional|adicionales,2
delhi,9833,2353,delhi,1
turco,9835,5013,turco|turcos|turca|turcas,4
discutirlo,9838,2352,discutirlo,1
cebo,9839,2352,cebo,1
caía,9842,2352,caía,1
presentarle,9843,2352,presentarle,1
life,9844,2351,life,1
peyton,9847,2351,peyton,1
músculo,9848,2351,músculo,1
mack,9849,2351,mack,1
edith,9850,2350,edith,1
harriet,9852,2349,harriet,1
apágalo,9854,2349,apágalo,1
contabilidad,9855,2349,contabilidad,1
ganarme,9856,2349,ganarme,1
deshacernos,9857,2348,deshacernos,1
redada,9858,2836,redada|redadas,2
oportuno,9859,2739,oportuno|oportuna,2
tate,9863,2345,tate,1
chile,9865,2689,chile|chiles,2
janice,9866,2345,janice,1
henri,9868,2345,henri,1
sophia,9870,2344,sophia,1
setenta,9872,2344,setenta,1
alf,9873,2343,alf,1
hayes,9876,2343,hayes,1
buque,9877,3335,buque|buques,2
nana,9878,2539,nana|na-na,2
reconocí,9879,2342,reconocí,1
suegro,9880,4979,suegra|suegro|suegros,3
alejarse,9882,2734,alejarse|alejaos,2
ceder,9883,4761,ceder|cede|cedo|cedido|ceda|cediendo,6
pintado,9885,2800,pintado|pintados,2
hospitalidad,9887,2340,hospitalidad,1
henderson,9888,2339,henderson,1
atleta,9889,4022,atleta|atletas,2
arruiné,9890,2339,arruiné,1
convencerme,9891,2338,convencerme,1
devon,9893,2337,devon,1
poste,9894,3110,poste|postes,2
bryan,9895,2337,bryan,1
acogida,9896,2336,acogida,1
mermelada,9897,2336,mermelada,1
injusticia,9898,2801,injusticia|injusticias,2
reno,9900,3237,reno|renos,2
tendréis,9902,2334,tendréis,1
obstáculos,9903,2333,obstáculos,1
gobernar,9905,3943,gobernar|gobernado|gobiernan|gobierne|gobernada|gobernando,6
intensa,9907,2333,intensa,1
lema,9908,2331,lema,1
intentándolo,9910,2331,intentándolo,1
inauguración,9913,2330,inauguración,1
muda,9914,3336,muda|mudas,2
tope,9915,2520,tope|topes,2
móviles,9917,2330,móviles,1
podrir,9920,5033,podrido|podrida|podridos|podridas,4
mulo,9921,3416,mula|mulas,2
necesitáis,9922,2327,necesitáis,1
powell,9923,2326,powell,1
variedad,9924,3124,variedad|variedades,2
llévala,9926,2326,llévala,1
azotea,9927,2326,azotea,1
cóctel,9928,2325,cóctel,1
tripa,9929,3302,tripas|tripa,2
tocarlo,9930,2325,tocarlo,1
díganme,9931,2325,díganme,1
biología,9933,2324,biología,1
julien,9934,2324,julien,1
luchó,9941,2321,luchó,1
luto,9942,2321,luto,1
rafael,9943,2321,rafael,1
thor,9944,2320,thor,1
terminaré,9945,2320,terminaré,1
ayudarás,9946,2319,ayudarás,1
agarre,9947,2868,agarre|agarres,2
reactor,9949,3244,reactor|reactores,2
kilómetro,9950,2316,kilómetro,1
demostrarlo,9951,2316,demostrarlo,1
háganlo,9952,2316,háganlo,1
dígales,9953,2315,dígales,1
gerry,9954,2315,gerry,1
entrará,9956,2313,entrará,1
bono,9957,4561,bonos|bono,2
veronica,9958,2312,veronica,1
edwards,9959,2311,edwards,1
despidió,9960,2311,despidió,1
spa,9961,2310,spa,1
puños,9963,2310,puños,1
martini,9964,2309,martini,1
holt,9965,2309,holt,1
cuidarte,9966,2309,cuidarte,1
newton,9968,2309,newton,1
enteras,9969,2308,enteras,1
laboral,9971,2960,laboral|laborales,2
molestarme,9972,2307,molestarme,1
apestoso,9973,4014,apestoso|apestosa|apestosos|apestosas,4
acera,9975,2596,acera|aceras,2
hombrecito,9976,2307,hombrecito,1
potente,9977,2881,potente|potentes,2
bombardeo,9978,3192,bombardeo|bombardeos,2
borrado,9980,2810,borrado|borrados,2
enterarse,9981,2305,enterarse,1
becca,9982,2305,becca,1
irrelevante,9983,2783,irrelevante|irrelevantes,2
pakistán,9984,2305,pakistán,1
guarida,9985,2305,guarida,1
acompañar,9986,2305,acompañar,1
tendencia,9987,3596,tendencia|tendencias,2
vacíos,9988,2304,vacíos,1
pasarán,9989,2304,pasarán,1
católico,9990,2304,católico,1
comenzará,9991,2303,comenzará,1
descifrar,9992,2302,descifrar,1
brazalete,9993,3114,brazalete|brazaletes,2
profecía,9994,2300,profecía,1
briggs,9996,2300,briggs,1
protegerlo,9998,2298,protegerlo,1
insensible,9999,2584,insensible|insensibles,2
pruébalo,10000,2298,pruébalo,1
seguirás,10002,2297,seguirás,1
extensión,10004,2297,extensión,1
niñez,10005,2295,niñez,1
voluntariamente,10006,2294,voluntariamente,1
parrilla,10007,2294,parrilla,1
benson,10009,2294,benson,1
jura,10010,3397,jura|juras,2
pegamento,10011,2294,pegamento,1
georgie,10014,2293,georgie,1
anochecer,10015,2960,anochecer|anochezca,2
ronald,10016,2293,ronald,1
volverme,10017,2292,volverme,1
porcentaje,10018,2596,porcentaje|porcentajes,2
stu,10019,2291,stu,1
dañar,10020,2291,dañar,1
pálido,10021,2291,pálido,1
lucía,10024,2290,lucía,1
veterano,10025,4524,veteranos|veterano|veterana,3
dese,10026,2288,dese,1
besarme,10028,2288,besarme,1
sensibilidad,10029,2288,sensibilidad,1
diciéndole,10031,2286,diciéndole,1
golfo,10032,2833,golfo|golfa,2
mills,10035,2284,mills,1
negociación,10037,2284,negociación,1
calmarte,10039,2283,calmarte,1
prepararme,10040,2283,prepararme,1
darren,10041,2282,darren,1
apresúrate,10043,2281,apresúrate,1
desacuerdo,10044,2638,desacuerdo|desacuerdos,2
hallé,10045,2281,hallé,1
modesto,10046,3595,modesto|modesta|modestos,3
atajo,10047,2785,atajo|atajos,2
cambiaré,10049,2279,cambiaré,1
rapidez,10051,2279,rapidez,1
enseñan,10052,2279,enseñan,1
fibra,10054,4115,fibra|fibras,2
giovanni,10056,2278,giovanni,1
julieta,10057,2278,julieta,1
suciedad,10058,2278,suciedad,1
peterson,10059,2278,peterson,1
abrirlo,10060,2278,abrirlo,1
rendirse,10061,2278,rendirse,1
stop,10062,2277,stop,1
obama,10063,2277,obama,1
deliberadamente,10064,2277,deliberadamente,1
esconderte,10065,2277,esconderte,1
olvídelo,10066,2277,olvídelo,1
plasma,10069,2276,plasma,1
demandar,10071,4367,demandar|demandando|demando|demandan|demande|demandamos,6
llanto,10072,2795,llanto|llantos,2
tarado,10073,3110,tarado|tarados|tarada,3
mae,10075,2275,mae,1
sustituto,10077,3614,sustituto|sustituta|sustitutos,3
dejarías,10079,2273,dejarías,1
soplón,10080,2273,soplón,1
jade,10081,2273,jade,1
cohen,10082,2272,cohen,1
remolque,10083,2579,remolque|remolques,2
adelanto,10085,2538,adelanto|adelantos,2
envidio,10087,2271,envidio,1
relájese,10088,2271,relájese,1
presiona,10089,2270,presiona,1
reclamar,10090,3605,reclamar|reclaman|reclamando|reclamado,4
supera,10091,2269,supera,1
infantería,10094,2269,infantería,1
presentarse,10095,2269,presentarse,1
nuca,10096,2268,nuca,1
ayúdanos,10097,2268,ayúdanos,1
aprendiz,10098,2674,aprendiz|aprendices,2
trueno,10099,3482,trueno|truenos,2
operativo,10100,3602,operativo|operativos|operativa,3
adán,10101,2268,adán,1
discreto,10102,4250,discreto|discreta|discretos,3
típica,10104,2268,típica,1
anónimo,10105,2267,anónimo,1
molino,10107,2791,molino|molinos,2
senor,10108,2267,senor,1
despedirte,10109,2267,despedirte,1
alcohólico,10110,2266,alcohólico,1
dispárale,10111,2266,dispárale,1
night,10113,2265,night,1
hábil,10115,2264,hábil,1
borda,10117,2263,borda,1
suspensión,10119,2262,suspensión,1
sutton,10121,2262,sutton,1
médula,10124,2261,médula,1
crawford,10125,2261,crawford,1
blando,10126,3705,blando|blanda|blandos,3
opera,10127,2260,opera,1
librería,10128,2260,librería,1
importas,10129,2260,importas,1
bam,10131,2259,bam,1
tiffany,10132,2259,tiffany,1
patética,10133,2259,patética,1
divertirte,10134,2259,divertirte,1
podriamos,10136,2258,podriamos,1
trío,10137,2257,trío,1
disculparse,10141,2256,disculparse,1
recordé,10142,2256,recordé,1
finca,10143,2494,finca|fincas,2
pagarte,10144,2256,pagarte,1
únete,10145,2256,únete,1
montano,10146,2256,montana,1
dea,10147,2256,dea,1
amigable,10149,2877,amigable|amigables,2
blog,10151,2255,blog,1
asamblea,10152,2255,asamblea,1
jonah,10153,2254,jonah,1
porche,10155,2253,porche,1
náuseas,10156,2252,náuseas,1
amuleto,10157,2575,amuleto|amuletos,2
simpatía,10158,2252,simpatía,1
actualidad,10159,2251,actualidad,1
púrpura,10160,2249,púrpura,1
corría,10162,2248,corría,1
cumbre,10163,2610,cumbre|cumbres,2
concordar,10164,4183,concuerda|concuerdan|concuerdo|concordar,4
comprarlo,10165,2247,comprarlo,1
elija,10166,2246,elija,1
trama,10167,2246,trama,1
calefacción,10168,2245,calefacción,1
felipe,10169,2245,felipe,1
útiles,10170,2244,útiles,1
mostaza,10171,2244,mostaza,1
psiquiátrico,10172,2243,psiquiátrico,1
