lemma,freq_rank,raw_freq,source_forms,source_count
jesus,6485,4071,jesus,1
thompson,6486,4071,thompson,1
bus,6487,4411,bus|buses,2
inevitable,6489,4359,inevitable|inevitables,2
cuba,6491,4063,cuba,1
estúpidas,6492,4062,estúpidas,1
matarlos,6493,4061,matarlos,1
lastimar,6494,15822,lastimado|lastimar|lastime|lastimaste|lastimada|lastimando|lastimen|lastimaron|lastiman|lastimados|lastimara,11
espantoso,6496,6543,espantoso|espantosa|espantosas|espantosos,4
quitarle,6498,4055,quitarle,1
postal,6499,5427,postal|postales,2
irak,6500,4052,irak,1
claridad,6501,4051,claridad,1
hal,6504,4050,hal,1
hans,6505,4050,hans,1
bicho,6506,7285,bicho|bichos,2
beverly,6507,4050,beverly,1
saltó,6509,4047,saltó,1
chofer,6510,4047,chofer,1
tomarlo,6511,4047,tomarlo,1
creéis,6512,4047,creéis,1
encantará,6513,4046,encantará,1
físicamente,6515,4042,físicamente,1
occidental,6516,5282,occidental|occidentales,2
ejecutivo,6517,5671,ejecutivo|ejecutivos,2
escondite,6518,4411,escondite|escondites,2
aumentar,6519,9635,aumentar|aumentando|aumentado|aumentan|aumente|aumentaron|aumenten|aumentamos,8
mantenerme,6521,4038,mantenerme,1
femenino,6523,9762,femenina|femenino|femeninas|femeninos,4
romeo,6524,4037,romeo,1
molestarte,6525,4036,molestarte,1
torpe,6526,4686,torpe|torpes,2
maurice,6527,4036,maurice,1
partículas,6528,4036,partículas,1
enano,6529,6712,enano|enanos|enana|enanas,4
cerró,6530,4033,cerró,1
pásame,6531,4031,pásame,1
delgado,6532,8233,delgado|delgada|delgadas|delgados,4
denuncia,6534,4995,denuncia|denuncias,2
apoyar,6539,12290,apoyar|apoyado|apoyan|apoyando|apoye|apoyamos|apoyaba|apoyen|apoyada|apoyaron|apoyaste|apoyaremos,12
obsesionar,6540,6448,obsesionado|obsesionada|obsesionados,3
retirar,6541,11478,retirar|retire|retiren|retiraron|retiramos|retirando|retiran|retirara|retiraremos|retiremos|retiraste,11
encontrarnos,6542,4022,encontrarnos,1
cállese,6544,4020,cállese,1
detención,6546,4020,detención,1
perímetro,6548,4018,perímetro,1
bloqueo,6549,4418,bloqueo|bloqueos,2
preguntaré,6550,4018,preguntaré,1
intenso,6551,4580,intenso|intensos,2
pierce,6552,4017,pierce,1
principalmente,6554,4015,principalmente,1
portátil,6556,4011,portátil,1
vagabundo,6557,6382,vagabundo|vagabundos|vagabunda,3
investigador,6561,7542,investigador|investigadores|investigadora,3
suministro,6562,6905,suministros|suministro,2
conversar,6565,5991,conversar|conversando|conversamos|conversemos,4
daphne,6566,4005,daphne,1
sebastian,6568,4004,sebastian,1
mcgee,6569,4003,mcgee,1
hockey,6570,4001,hockey,1
vendré,6571,4001,vendré,1
vicepresidente,6572,5232,vicepresidente|vicepresidenta|vice-presidente,3
transferencia,6573,4560,transferencia|transferencias,2
garantía,6574,3999,garantía,1
torta,6575,4946,torta|tortas,2
tremendo,6576,7182,tremendo|tremenda|tremendos|tremendas,4
devolveré,6578,3998,devolveré,1
barata,6579,5447,barata|baratas,2
alfred,6580,3997,alfred,1
extraterrestre,6581,7296,extraterrestres|extraterrestre,2
pegar,6582,14408,pegar|pegue|pegaste|pegando|pegues|pegan|pegaba|pegaron|peguen|pegamos|pegara|pegaban,12
isaac,6584,3992,isaac,1
stark,6586,3991,stark,1
costará,6587,3990,costará,1
dulzura,6589,3987,dulzura,1
pasaje,6592,5950,pasaje|pasajes,2
acercó,6593,3984,acercó,1
encontrarse,6594,3983,encontrarse,1
vulnerable,6597,5593,vulnerable|vulnerables,2
quite,6600,5980,quite|quites,2
suéltalo,6601,3979,suéltalo,1
manny,6602,3979,manny,1
merced,6603,5624,mercedes|merced,2
portal,6604,4535,portal|portales,2
necesitarás,6605,3978,necesitarás,1
linterna,6607,4875,linterna|linternas,2
vestuario,6611,4494,vestuario|vestuarios,2
garantizo,6613,3972,garantizo,1
criar,6614,7275,criar|criando|criaron|criaste|criamos|crie,6
colocar,6615,13981,colocar|colocado|coloque|colocada|colocando|colocamos|colocaron|colocados|colocan|coloquen|colocaste|colocadas|colocaba|colocaremos,14
auténtica,6616,3971,auténtica,1
pendejo,6617,5201,pendejo|pendejos|pendeja,3
cabe,6620,3968,cabe,1
amiguito,6623,3965,amiguito,1
gorra,6624,4489,gorra|gorras,2
revisión,6625,3964,revisión,1
hanna,6627,3964,hanna,1
dong,6628,3964,dong,1
vehículos,6629,3963,vehículos,1
presentarte,6630,3962,presentarte,1
recibirá,6631,3961,recibirá,1
khan,6632,3961,khan,1
evidentemente,6633,3960,evidentemente,1
joel,6634,3959,joel,1
senado,6635,3959,senado,1
atras,6636,3958,atras,1
caramelo,6637,7801,caramelos|caramelo,2
trataré,6639,3956,trataré,1
déme,6642,3956,déme,1
salvación,6643,3956,salvación,1
cobra,6644,4823,cobra|cobras,2
baloncesto,6645,3955,baloncesto,1
pacto,6646,4219,pacto|pactos,2
aceptó,6647,3952,aceptó,1
vientre,6648,3950,vientre,1
jessie,6649,3949,jessie,1
yang,6650,3948,yang,1
tuviéramos,6651,3948,tuviéramos,1
mirarme,6654,3944,mirarme,1
opina,6655,3943,opina,1
roll,6656,3942,roll,1
negó,6657,3942,negó,1
rubio,6658,4306,rubio|rubios,2
boyd,6659,3940,boyd,1
tomate,6660,6395,tomate|tomates,2
césped,6661,3938,césped,1
inicial,6662,6661,inicial|iniciales,2
aplauso,6663,7579,aplauso|aplausos,2
centímetros,6664,3935,centímetros,1
ordenes,6665,3935,ordenes,1
peggy,6666,3934,peggy,1
ingreso,6667,6300,ingresos|ingreso,2
homero,6668,3934,homero,1
declarar,6670,11817,declarar|declarado|declare|declararon|declarando|declarada|declaran|declaramos|declarados|declaren|declaraste|declarara,12
canalla,6671,4985,canalla|canallas,2
douglas,6673,3932,douglas,1
ordeno,6674,3931,ordeno,1
engañó,6677,3928,engañó,1
esperes,6678,3927,esperes,1
respetar,6679,11241,respetar|respetado|respetan|respete|respetamos|respetaba|respeten|respetada|respetados|respetando,10
filmar,6680,9504,filmar|filmando|filmado|filmamos|filmada|filmaron|filmaste|filman|filmaba|filmaremos,10
rana,6681,5564,rana|ranas,2
mosca,6682,7210,mosca|moscas,2
ansiedad,6684,3920,ansiedad,1
puño,6685,3920,puño,1
leerlo,6688,3919,leerlo,1
rama,6689,6662,rama|ramas,2
perderte,6690,3918,perderte,1
envíe,6691,3917,envíe,1
retirada,6692,4146,retirada|retiradas,2
averigua,6693,3916,averigua,1
curva,6694,5631,curva|curvas,2
considero,6699,3909,considero,1
romano,6700,9743,romano|romanos|romana|romanas,4
portero,6701,4783,portero|portera|porteros,3
sospechas,6702,3908,sospechas,1
elaine,6703,3908,elaine,1
bobo,6705,5874,bobo|boba|bobos,3
algodón,6706,3906,algodón,1
sexto,6707,3906,sexto,1
bajó,6708,3906,bajó,1
crítico,6709,3905,crítico,1
soñé,6710,3904,soñé,1
entusiasmo,6712,3902,entusiasmo,1
manejo,6714,3900,manejo,1
ultimo,6717,3897,ultimo,1
poseer,6718,9226,posee|poseer|poseo|poseen|posees|posea|poseemos,7
castigar,6719,11769,castigado|castigar|castigada|castigados|castigando|castigue|castigan|castigues|castigaron|castiguen,10
cohete,6720,6264,cohete|cohetes,2
gps,6721,3896,gps,1
disculpo,6722,3895,disculpo,1
extrañar,6723,3894,extrañar,1
salvarme,6724,3892,salvarme,1
sostén,6726,3892,sostén,1
fórmula,6727,3891,fórmula,1
limón,6728,3890,limón,1
erica,6729,3890,erica,1
jamón,6730,3889,jamón,1
boom,6731,3889,boom,1
sensor,6732,5071,sensores|sensor,2
esencia,6733,3887,esencia,1
instrumento,6734,7210,instrumento|instrumentos,2
renuncia,6735,4828,renuncia|renuncias,2
elegí,6736,3885,elegí,1
fusión,6737,3885,fusión,1
suicida,6740,3883,suicida,1
vago,6742,5533,vago|vagos,2
vías,6743,3878,vías,1
samuel,6744,3878,samuel,1
winston,6746,3875,winston,1
asustó,6747,3874,asustó,1
revelar,6748,7093,revelar|revelan|revele|revelando|revelada|revelaron|revelen|revelara,8
sugerencia,6749,5416,sugerencia|sugerencias,2
echas,6751,3873,echas,1
caca,6752,3873,caca,1
shirley,6753,3873,shirley,1
legalmente,6755,3871,legalmente,1
clyde,6756,3871,clyde,1
won,6757,4320,won|wons|wones,3
promedio,6759,3869,promedio,1
tela,6760,4920,tela|telas,2
kathy,6761,3865,kathy,1
arder,6764,10355,ardiendo|arde|arder|arden|arda|ardo,6
especialidad,6770,4261,especialidad|especialidades,2
rocky,6771,3861,rocky,1
griego,6772,8384,griego|griegos|griega|griegas,4
conservar,6773,6010,conservar|conservado|conserve|conservan|conserven|conservamos|conservando,7
crucero,6775,4578,crucero|cruceros,2
esencial,6776,4731,esencial|esenciales,2
diviértete,6777,3856,diviértete,1
cerradura,6779,5387,cerradura|cerraduras,2
récord,6780,3852,récord,1
atascar,6782,6440,atascado|atascada|atascados,3
distracción,6783,3847,distracción,1
supermercado,6786,4328,supermercado|supermercados,2
tucker,6787,3843,tucker,1
tomarme,6789,3843,tomarme,1
lira,6792,4401,liras|lira,2
arranca,6795,3839,arranca,1
vendrías,6797,3835,vendrías,1
barn,6799,4102,barnes|barn,2
manada,6800,4319,manada|manadas,2
bienestar,6802,3831,bienestar,1
hugo,6803,3831,hugo,1
fiscalía,6806,3830,fiscalía,1
lola,6808,3830,lola,1
ríes,6810,3828,ríes,1
enrique,6811,3828,enrique,1
mediante,6812,3827,mediante,1
bishop,6813,3826,bishop,1
expresar,6814,5964,expresar|expresado|expresando|expresan|exprese|expresaba,6
tierno,6816,6314,tierno|tierna|tiernos|tiernas,4
valer,6818,13718,valen|valga|valer|vales|valgo|valiera|valgan|valemos,8
ginebra,6819,3821,ginebra,1
levantó,6820,3820,levantó,1
políticas,6821,3819,políticas,1
deberias,6823,3816,deberias,1
agotar,6825,8540,agotado|agotada|agotados|agotando|agotadas|agotar|agotaron|agotan,8
científica,6827,3814,científica,1
llamará,6828,3812,llamará,1
herir,6830,8046,herir|hirieron|hiere|heriste|hieren|hiriendo|hieres|hiera|hieran,9
competición,6832,3811,competición,1
arruinó,6835,3810,arruinó,1
brutal,6836,4511,brutal|brutales,2
glenn,6838,3809,glenn,1
guardaespaldas,6839,3809,guardaespaldas,1
pretender,6840,15270,pretende|pretendo|pretendes|pretender|pretendiendo|pretenden|pretendemos|pretendas|pretenda|pretendido,10
inyección,6841,3809,inyección,1
adora,6842,3808,adora,1
arregla,6843,3807,arregla,1
flecha,6844,6086,flecha|flechas,2
mudó,6845,3806,mudó,1
armadura,6846,4282,armadura|armaduras,2
advertí,6847,3803,advertí,1
mañanas,6849,3801,mañanas,1
cortina,6850,6780,cortinas|cortina,2
cruce,6851,5443,cruce|cruces,2
músico,6852,3800,músico,1
parecían,6854,3799,parecían,1
escoria,6856,3798,escoria,1
morirán,6857,3798,morirán,1
coco,6858,4689,coco|cocos,2
sullivan,6859,3796,sullivan,1
encontraría,6860,3794,encontraría,1
marta,6861,3794,marta,1
nevera,6862,3794,nevera,1
beach,6864,3792,beach,1
pagarle,6866,3791,pagarle,1
dejarlos,6868,3790,dejarlos,1
usualmente,6869,3790,usualmente,1
aceptas,6870,3788,aceptas,1
sacarla,6872,3788,sacarla,1
cigarro,6873,6235,cigarro|cigarros,2
lindas,6874,3788,lindas,1
honrar,6876,8697,honrado|honrar|honrada|honrados|honramos|honran|honrando,7
farmacia,6877,4114,farmacia|farmacias,2
bretaña,6878,3785,bretaña,1
sentirás,6879,3785,sentirás,1
gwen,6880,3784,gwen,1
obispo,6881,4158,obispo|obispos,2
maletero,6883,3781,maletero,1
dallas,6885,3780,dallas,1
lamentablemente,6886,3779,lamentablemente,1
vivas,6888,3777,vivas,1
tess,6890,3775,tess,1
murray,6891,3774,murray,1
específico,6893,3774,específico,1
salchicha,6894,7485,salchicha|salchichas,2
prever,6897,4906,previsto|prevista|prever,3
electrónico,6899,3771,electrónico,1
delincuente,6900,7134,delincuente|delincuentes,2
cogeré,6901,3770,cogeré,1
raj,6903,3769,raj,1
fotógrafo,6906,3767,fotógrafo,1
leon,6907,3766,leon,1
crecimiento,6909,3765,crecimiento,1
próximas,6910,3765,próximas,1
fracasado,6911,4817,fracasado|fracasados|fracasada,3
sereno,6912,4685,serena|sereno,2
mantenimiento,6913,3764,mantenimiento,1
ardiente,6914,4626,ardiente|ardientes,2
acompañe,6915,3763,acompañe,1
protector,6916,5791,protector|protectora|protectores,3
portada,6918,4247,portada|portadas,2
expulsar,6919,11132,expulsado|expulsar|expulsada|expulsados|expulsaron|expulsen|expulsan|expulsamos|expulse|expulsando,10
est,6921,8677,est,4
bandeja,6922,4373,bandeja|bandejas,2
envidia,6924,3752,envidia,1
marcar,6925,13846,marcado|marcar|marcada|marcando|marcados|marque|marcan|marcadas|marcaste|marcaron|marquen|marcamos|marcaba,13
vacías,6926,3751,vacías,1
evans,6927,3751,evans,1
ballet,6928,3750,ballet,1
traerte,6929,3750,traerte,1
literatura,6930,3749,literatura,1
alcanza,6931,3749,alcanza,1
ahh,6933,3749,ahh,1
carson,6934,3748,carson,1
fisher,6935,3748,fisher,1
década,6936,3747,década,1
órbita,6937,3746,órbita,1
eventualmente,6938,3744,eventualmente,1
ocupa,6939,3744,ocupa,1
heleno,6940,3744,helena,1
tardará,6941,3743,tardará,1
fiona,6942,3742,fiona,1
flujo,6943,3961,flujo|flujos,2
toni,6944,3742,toni,1
imagínate,6945,3742,imagínate,1
esconderse,6946,3741,esconderse,1
sonny,6947,3741,sonny,1
kansas,6949,3739,kansas,1
llegarán,6950,3739,llegarán,1
presta,6951,3738,presta,1
jungla,6952,3737,jungla,1
ayudé,6953,3734,ayudé,1
destinar,6954,7347,destinado|destinados|destinada|destinadas,4
triple,6955,3978,triple|triples,2
ofrecerle,6957,3732,ofrecerle,1
pantano,6958,4754,pantano|pantanos,2
rex,6960,3730,rex,1
broadway,6961,3730,broadway,1
misericordia,6962,3729,misericordia,1
cometa,6963,5489,cometa|cometas,2
particularmente,6964,3728,particularmente,1
morgue,6965,3728,morgue,1
implica,6966,3726,implica,1
set,6967,4047,set|sets,2
stefan,6968,3726,stefan,1
drogar,6969,7742,drogado|drogada|drogados|drogaron|drogando|drogaste|drogar|drogaba|drogan,9
divina,6971,3722,divina,1
lenny,6972,3721,lenny,1
detesto,6974,3719,detesto,1
granjero,6975,6200,granjero|granjeros|granjera,3
admitirlo,6976,3717,admitirlo,1
códigos,6978,3716,códigos,1
orleans,6980,3713,orleans,1
dueña,6983,3711,dueña,1
madrid,6986,3711,madrid,1
niñita,6987,3710,niñita,1
basada,6988,4373,basada|basadas,2
marge,6989,3709,marge,1
operar,6990,6893,operar|operado|operan|operaron|operamos|opere|operada|operaba,8
invita,6992,3707,invita,1
pausa,6993,4034,pausa|pausas,2
asilo,6994,3707,asilo,1
grey,6996,3707,grey,1
póngase,6997,3706,póngase,1
meredith,7002,3702,meredith,1
avery,7007,3697,avery,1
bárbara,7008,3696,bárbara,1
síganme,7010,3696,síganme,1
sentimental,7012,4411,sentimental|sentimentales,2
alienígena,7013,3693,alienígena,1
gentil,7014,4226,gentil|gentiles,2
tardar,7015,12441,tardar|tardado|tardaste|tardaremos|tardan|tardando|tardaron|tardamos|tardara|tarden,10
abeja,7016,6201,abejas|abeja,2
cuna,7017,3882,cuna|cunas,2
piper,7020,3688,piper,1
durará,7021,3686,durará,1
cuidadosamente,7022,3686,cuidadosamente,1
únicas,7023,3686,únicas,1
monk,7024,3685,monk,1
dormía,7025,3685,dormía,1
diagnóstico,7026,3684,diagnóstico,1
buck,7027,3684,buck,1
enlace,7028,4195,enlace|enlaces,2
completar,7029,6923,completar|completado|completada|complete|completando,5
benjamin,7030,3681,benjamin,1
síndrome,7031,3680,síndrome,1
stevie,7032,3680,stevie,1
normalidad,7033,3679,normalidad,1
quitarte,7034,3679,quitarte,1
haley,7035,3678,haley,1
legado,7036,3677,legado,1
disparé,7037,3677,disparé,1
testificar,7038,4793,testificar|testifique|testificando|testificado,4
ingeniería,7039,3675,ingeniería,1
acostarme,7040,3675,acostarme,1
mandé,7041,3674,mandé,1
rincón,7042,3673,rincón,1
sun,7043,3673,sun,1
milord,7045,3671,milord,1
dee,7046,3671,dee,1
jeffrey,7047,3670,jeffrey,1
sonó,7049,3670,sonó,1
foster,7050,3669,foster,1
chaleco,7051,4503,chaleco|chalecos,2
encontrarle,7052,3668,encontrarle,1
sobrevivió,7053,3668,sobrevivió,1
subasta,7054,3667,subasta,1
talvez,7056,3667,talvez,1
cam,7057,3667,cam,1
scotty,7059,3666,scotty,1
corrección,7060,3665,corrección,1
estate,7062,3663,estate,1
dándole,7064,3663,dándole,1
líos,7065,3662,líos,1
soltar,7068,15048,soltar|suelte|suelten|sueltes|soltado|soltaron|soltando|sueltan|soltad|soltamos|soltaste|soltara|soltaba,13
llevarle,7069,3661,llevarle,1
déjate,7072,3659,déjate,1
educar,7074,8040,educado|educada|educar|educados|educaron|educadas,6
hermanito,7078,3653,hermanito,1
tobillo,7079,5371,tobillo|tobillos,2
insistir,7080,14725,insiste|insisto|insistir|insistes|insistiendo|insisten|insistido|insista|insistas|insististe|insistieron|insistimos,12
categoría,7081,3651,categoría,1
dimensión,7082,3651,dimensión,1
ayudes,7083,3650,ayudes,1
bloque,7088,5395,bloque|bloques,2
pasarme,7090,3643,pasarme,1
ciclo,7093,4490,ciclo|ciclos,2
elvis,7095,3641,elvis,1
charlar,7096,5572,charlar|charlando|charlamos|charlemos,4
inventó,7097,3640,inventó,1
sentarnos,7098,3640,sentarnos,1
bata,7099,4109,bata|batas,2
aparecido,7100,3638,aparecido,1
duras,7102,3637,duras,1
descuento,7103,4156,descuento|descuentos,2
cardíaco,7104,3636,cardíaco,1
randall,7105,3635,randall,1
recto,7106,4046,recto|rectos,2
valerie,7107,3634,valerie,1
buddy,7109,3631,buddy,1
angie,7110,3630,angie,1
infarto,7111,3856,infarto|infartos,2
filadelfia,7114,3630,filadelfia,1
tomaría,7117,3626,tomaría,1
hammond,7119,3625,hammond,1
refrigerador,7122,3862,refrigerador|refrigeradores,2
abrí,7123,3620,abrí,1
entres,7124,3620,entres,1
sida,7125,3620,sida,1
déjelo,7126,3618,déjelo,1
obligó,7127,3617,obligó,1
magnífica,7128,3617,magnífica,1
sobrio,7130,5564,sobrio|sobria|sobrios,3
felix,7131,3614,felix,1
obsesión,7134,3612,obsesión,1
sasha,7135,3610,sasha,1
entregó,7136,3610,entregó,1
mírala,7138,3607,mírala,1
calendario,7139,3967,calendario|calendarios,2
deprimir,7142,6933,deprimido|deprimida|deprime|deprimidos|deprima,5
rudo,7144,4282,rudo|rudos,2
cuidadoso,7146,6592,cuidadoso|cuidadosa|cuidadosos,3
ayudarles,7147,3597,ayudarles,1
necesitábamos,7148,3596,necesitábamos,1
supervisor,7150,4553,supervisor|supervisora|supervisores,3
austin,7151,3594,austin,1
zapatilla,7152,4161,zapatillas|zapatilla,2
fijo,7155,4100,fijo|fijos,2
servidor,7156,5308,servidor|servidores|servidora,3
solían,7157,3591,solían,1
estimar,7158,5759,estimado|estimada|estimados|estimar|estiman|estimamos,6
mónica,7160,3590,mónica,1
proponer,7162,14921,propongo|propuso|proponer|propone|propones|propuesto|propuse|proponiendo|proponen|propusiste|proponemos|proponga|propusieron,13
get,7164,3589,get,1
caerá,7165,3588,caerá,1
marilyn,7166,3588,marilyn,1
altar,7167,3587,altar,1
luchador,7169,6231,luchador|luchadores|luchadora,3
alboroto,7171,3584,alboroto,1
extrañé,7172,3583,extrañé,1
formal,7173,4113,formal|formales,2
hermandad,7174,3582,hermandad,1
facebook,7176,3581,facebook,1
vestíbulo,7178,3579,vestíbulo,1
racista,7180,4503,racista|racistas,2
cuadra,7181,6211,cuadra|cuadras,2
claus,7185,3574,claus,1
láser,7186,3573,láser,1
alienígenas,7187,3573,alienígenas,1
tribal,7188,4022,tribal|tribales,2
dedicar,7189,9486,dedicado|dedicada|dedicar|dedican|dedicaba|dedicamos|dedicados|dedique,8
rudy,7190,3572,rudy,1
habitante,7191,3895,habitantes|habitante,2
divino,7192,4072,divino|divinos,2
campbell,7193,3570,campbell,1
conseguirás,7195,3568,conseguirás,1
pobreza,7196,3568,pobreza,1
ebrio,7197,5754,ebrio|ebria|ebrios,3
griffin,7198,3567,griffin,1
ambición,7199,3567,ambición,1
visitante,7200,5875,visitantes|visitante,2
tenés,7202,3565,tenés,1
enseñarme,7203,3564,enseñarme,1
rival,7204,5684,rival|rivales,2
tarda,7205,3562,tarda,1
marcho,7206,3562,marcho,1
violet,7207,3562,violet,1
comisionado,7208,3756,comisionado|comisionados,2
christina,7209,3561,christina,1
out,7210,3561,out,1
captura,7212,3849,captura|capturas,2
persecución,7214,3556,persecución,1
específicamente,7215,3556,específicamente,1
agradecimiento,7217,3860,agradecimiento|agradecimientos,2
tomarte,7219,3555,tomarte,1
usaré,7220,3555,usaré,1
bici,7222,3554,bici,1
bush,7223,3554,bush,1
frágil,7224,3554,frágil,1
pensará,7225,3553,pensará,1
mejora,7227,4840,mejora|mejoras,2
tinto,7229,5381,tinta|tinto,2
silver,7231,3550,silver,1
inventar,7232,13783,inventado|inventar|inventando|inventaron|inventaste|inventamos|inventada|inventan|invente|inventados|inventadas|inventaba,12
ruptura,7235,3959,ruptura|rupturas,2
debéis,7237,3548,debéis,1
cepillo,7239,4125,cepillo|cepillos,2
velada,7240,3780,velada|veladas,2
propina,7241,5248,propina|propinas,2
activa,7243,3542,activa,1
toqué,7244,3542,toqué,1
cathy,7245,3541,cathy,1
levantarme,7246,3540,levantarme,1
tiré,7247,3540,tiré,1
caravana,7248,4237,caravana|caravanas,2
callate,7249,3539,callate,1
sherlock,7250,3538,sherlock,1
wes,7252,3536,wes,1
atracción,7255,3534,atracción,1
